company_id,nombre,ae_deals,cs_deals
31848090969,Alinorte S.A.,—,—
31780633247,Alkermes,—,—
26974916406,Allgaier de Puebla,—,—
45886174981,Alliant Corporation,—,—
40344369564,"Allianz Reinsurance America, Inc.",—,—
31810376616,Allianz Türkiye,—,—
31821466378,Allied Gold Corporation,—,—
22598991025,Allied Universal,—,—
46055707725,Allight,—,—
40436186987,Almana Hospitals,—,—
31809442189,Almarai - المراعي,—,—
47676202671,Almifrut Alimentos,—,—
18128682148,ALO Group,—,—
21544841057,ALS Limited,—,—
42698773406,Alsaif Gallery,—,—
44550944552,Alsea,—,—
49717724455,Alsea,—,—
34987771211,Alster,—,—
22969866660,alstomgroup.com,—,—
31819779993,Alta Real Estate Development,—,—
53551869822,Altitude Thérapie,—,—
38954187175,ALTRAD RMDK Chile,—,—
38980593967,Altrad Sparrows,—,—
46002058393,ALUS,—,—
38969429804,ALUVIAL CONSULTORES,—,—
20135882887,AMA Time,—,—
16341314087,Amazon,—,—
32630933870,Amazon Web Services,—,—
40351272710,AMBBIO,—,—
25450658709,AmCham Chile,—,—
22162832991,Amcor,—,—
31848916548,Amec Foster Wheeler,—,—
40352666726,Ameq Chile S.A.,—,—
22740882002,Amer Sports,—,—
31769307706,Ameren,—,—
47971603230,American Airlines,—,—
31809439246,American Bank of Freedom,—,—
31791640488,American Family Insurance,—,—
38959503221,American Farma,—,—
45891787152,American Parts Spa,—,—
40333078324,American Structurepoint,—,—
22162588759,American Tower,—,—
31801335069,Americana Foods,—,—
27762249593,Ametel,—,—
49568804666,AMG Brasil,—,—
31791640412,AMICO Group,—,—
21873099074,Amicorp Group,—,—
31803001967,AMK Microfinance Institution Plc.,—,—
31778371627,Amlak International Finance Company,—,—
42725671727,AMMAN,—,—
49564974414,Ampliando Círculos®,—,—
31821793599,Ampol,—,—
48151331703,AMR Contadores Auditores,—,—
35531699829,Amrize,—,—
47974074173,ANAGEA Gestión Ambiental,—,—
40344369565,Analista Comercial,—,—
9826756456,ANASAC,—,—
38953877414,Anchorage Digital,—,—
29942203561,Andacor S.A.,—,—
20461437523,Andean Telecom Partners,—,—
46915390070,Andes Blend,—,—
19728279460,Andes Logistics Group,—,—
38968606485,Andesbhumi,—,—
35369675562,AndinaPrime,—,—
31785463135,Andrade Gutierrez S.A.,—,—
21204600888,Andromaco,—,—
34109067266,AngelList,—,—
9827072792,ANGLO AMERICAN PLC,—,—
45821612972,Anisamirza,—,—
31801649162,Annapurna Finance Pvt. Ltd.,—,—
31820961923,Anthropic,—,—
45146539093,Anthropic,—,—
40373021787,Anton Paar,—,—
17511133558,antucoya.cl,—,—
31800338997,ANZ,—,—
13374585123,Aon,—,—
40383701566,AOzawa Consultoria | Governança de Prevenção de Perdas,—,—
47973757327,AP+,—,—
31821634105,Apetit Serviços de Alimentação,—,—
40351272707,Apex Group Ltd,—,—
31819786615,Apex Mysore,—,—
18726865745,APL Logistics,—,—
31474503453,Aportes de Chile,—,—
23222290312,Applus+,—,—
31853376883,Applus+ América Latina,—,—
40363622959,APS Build,—,—
43050508937,Aptec,—,—
9362732100,Aquanima,—,—
10247744168,Aquanima Grupo Santander,—,—
31793466451,Arab Palestinian Investment Company- APIC,—,—
49584125782,Arabian Glory Factory for Plastic Material,—,—
19504226087,Aranca,—,—
21580370179,ARARAT SpA,—,—
18283028017,Arauco,—,—
22485905253,Araya & Cia. Abogados,—,—
9430935959,Arca Continental,—,—
9826921736,Arcadis,—,—
31782531747,Arcadium Lithium,—,—
49568804662,Archel Construções e Participações S. A. - ACEPAR,—,—
31785501097,Archirodon Group N.V.,—,—
20135873061,Arcoalimentos,—,—
18992291383,Arcoprime,—,—
31819450938,AREX,—,—
38959503225,ARGAN Riaya Specialized Hospital,—,—
28593961227,Ariane Ingeniería,—,—
46054748936,Aritzia,—,—
26309366807,Ariztía,—,—
18997720927,Armacero,—,—
18726926730,Armada de Chile,—,—
38996283709,ARMMA,—,—
40338935905,Army National Guard,—,—
52591319380,Arquiambiente,—,—
19527751802,Arquimed,—,—
52835236694,Ars Recovery & Backup,—,—
29314315111,Arthrex,—,—
45882388773,Artistic Milliners Mexico,—,—
32993042339,ARTL a Member of Nexia,—,—
45886485108,Arun Mountain,—,—
48637327985,Asan Abogados,—,—
19468194325,ASAP group,—,—
23467531139,ASCH ,—,—
44048120478,AseconSA,—,—
31918895743,ASERCOP LTDA,—,—
31902939223,ASI Group Latam,—,—
20825244843,ASICS ,—,—
50534603778,Asirep,—,—
45882536788,Asistente Virtual,—,—
31656627017,Asmodee,—,—
40750842379,Asociación AFP de Chile,—,—
47836031250,Asociación de Dializados y Trasplantados de Chile (Asodi),—,—
45885724442,Asociación de Profesionales en Logística APLOG A.G.,—,—
41222197173,Asociación InsurTech México,—,—
40329517167,Aspel de México,—,—
38981204254,Aspen Technology,—,—
52145188508,Aspire Software,—,—
31798380719,"Assentia, Inc.",—,—
35371687953,Asset Advisors Chile,—,—
46039573893,Asset Management,—,—
40333078326,Assetlink,—,—
47971601804,Associated Motorways (Private) Limited,—,—
31810374824,Assuria Verzekeringen,—,—
47970742814,Assuta Medical Centers,—,—
22013972378,Astara Retail,—,—
45876091761,Astera Career and Consultancy,—,—
45916328720,Asticom Technology Inc.,—,—
22108406691,AstraZeneca,—,—
31767984562,ATALIAN,—,—
46054748937,ATB Financial,—,—
31876105626,ATCO Sabinco,—,—
42615965320,Atheneum,—,—
45947061899,Ather Energy,—,—
31819441297,Athié Wohnrath,—,—
31810365714,AtkinsRéalis,—,—
31821956981,Atlantic Shores Offshore Wind,—,—
38974890078,Atlas Engenharia e Incorporações Ltda,—,—
42724586596,Atlas Real Estate (Pvt) Limited,—,—
20825272964,Atlas Renewable Energy,—,—
44358116953,Atlassian,—,—
9827072684,ATM S.A.,—,—
49582115649,Atmos Renewables,—,—
39104310598,ATR Producciones,—,—
42701250648,ATTA,—,—
46035502484,Atta,—,—
42710348666,Attire,—,—
31802691456,AU SMALL FINANCE BANK,—,—
36771086421,Audit,—,—
38960899240,Auditoria,—,—
40360064082,AUDITORIA,—,—
21619267429,Auditron Chile S.A.,—,—
20825281138,Aura Ingeniería S.A,—,—
31788155677,Auren Energia,—,—
49653917836,Aurex,—,—
46050058636,Auro Infra,—,—
31815049648,Austal,—,—
19274440268,Austin Ingenieros Chile Limitada,—,—
38960435006,Austral Export,—,—
20468095007,Austral Gold Limited,—,—
40418282584,Australia,—,—
49577139993,AUTOFACIL CHILE,—,—
41825183530,Autofact,—,—
21873090130,Autofin Chile,—,—
38969429801,Automining,—,—
16724148586,Automotora Bilbao,—,—
42705794418,Automotriz Musalem,—,—
20175732782,Automóvil Club de Chile,—,—
45890957078,Autonomo,—,—
45914628434,Autopistas de Antofagasta,—,—
29977403394,AutoPlanet,—,—
31803155519,Autoridad de Aviación Civil,—,—
25151930642,Autónomo,—,—
21579688474,Autônomo,—,—
44685947408,Avalia,—,—
38990826401,AVANC Chile,—,—
40436652402,Avanti Battery Company,—,—
40360064073,Avanza en tu carrera,—,—
27762249594,Avendra International,—,—
45889565616,Avery Products Corporation,—,—
29308719737,AVEVA,—,—
9826686012,Aviasur,—,—
42709419685,"Avidity Biosciences, Inc.",—,—
21044668325,Avon Products Inc,—,—
47971112459,AVP Ventures,—,—
38981204257,"Away Staffing Services, Inc.",—,—
31797690020,awnet.com.br,—,—
35496914794,AWS,—,—
45916328715,AXIA Energia,—,—
31801530032,Axiom,—,—
20910271902,Axxon Consulting,—,—
38980593966,AZNEO Limited,—,—
40418282587,Azərşəkər MMC,—,—
47971601803,B-LOG,—,—
44051602600,bab.qa,—,—
46052527530,Babcock & Wilcox,—,—
31782495327,Babcock International Group,—,—
23214675331,Bacardi,—,—
42717160568,Bachelor's Degree,—,—
31782457692,BADAN PENGAWASAN KEUANGAN DAN PEMBANGUNAN,—,—
20973090125,Badinotti Group S.p.A.,—,—
31810363736,"BAE Systems, Inc.",—,—
52409954672,Bahia Caldera,—,—
9827122252,Bailac SAN Ltda,—,—
31773504324,Bajaj Finserv,—,—
31809448463,Baker Hughes,—,—
28677916203,Baker Tilly Chile Auditores Consultores,—,—
35502055330,Baker Tilly US,—,—
31767055741,Balanz Capital,—,—
18727052048,Ball Corporation,—,—
42710348674,Bambola,—,—
47971112456,Banc of California,—,—
21729227582,banchile asesoria financiera s a,—,—
21729183861,Banchile Inversiones,—,—
26334693784,BANCO ACTINVER,—,—
31528990333,Banco Comafi,—,—
31782910574,Banco de Occidente,—,—
40384940299,BANCO DEL BAJIO,—,—
40375805820,Banco KEB Hana México,—,—
22457206311,Banco Multiva,—,—
44695358085,Banco Santander,—,—
42615965315,banco_,—,—
39023873392,BancoEstado,—,—
22726153103,BanCrece,—,—
47883715592,BANDAI NAMCO Holdings USA Inc.,—,—
45914628433,Bank Aladin Syariah,—,—
31810363727,Bank of China,—,—
38966962983,BankBoston Chile,—,—
42724586597,Banking,—,—
42701250649,"BANORTE, S.A. DE C.V.",—,—
31808382862,Banpro Factoring Perú,—,—
31810377995,Banregio,—,—
42722265711,Bantu Blockchain Foundation,—,—
34729402807,Baraona Marshall & Cía,—,—
28697015903,BARBUSS,—,—
47973916517,Barrel Oil Corp,—,—
28184462907,Barros & Errázuriz,—,—
10092041263,BASF SE,—,—
17700024238,Bata Chile,—,—
22530449181,BauMax Chile,—,—
23865010098,Baxter International Inc.,—,—
20201512542,Bayas del Sur,—,—
9827174009,Bayer,—,—
31864375052,BBVA en Perú,—,—
22184212301,bciseguros.com,—,—
23899251343,BD,—,—
40401239920,BD Consultores,—,—
22856577560,BDO,—,—
47875565097,BDO in Australia,—,—
42805585945,Beaconfield,—,—
31802691395,Beau Rivage Resort & Casino,—,—
42694128669,BEC,—,—
21542757184,Bechtel Corporation,—,—
21544428378,Bechtel Mining & Metals,—,—
28849439792,BeeProject,—,—
38995665818,BeFX,—,—
9826926232,Belcorp,—,—
31796573492,Belize Water Services Ltd.,—,—
38993022637,Bell,—,—
31772829833,Bell Flight,—,—
23734581652,Bemis de México,—,—
40328431988,Benesch Law,—,—
40175163030,BENEXIA®,—,—
22108637365,Berliam SpA,—,—
47973916544,Bernal Abogados,—,—
39082727246,Berríos & Palavecino | Pinochet - Abogados,—,—
31782944933,Beshenich Muir & Associates,—,—
46039573897,BESO LUX GROUP,—,—
49564974412,Best Place to Live® Store,—,—
49577139994,Betty Hardwick Center,—,—
40363622962,Bezos Academy,—,—
42706787513,BFL Group,—,—
31809444762,Bharat Financial Inclusion Limited (100% subsidiary of IndusInd Bank Ltd.),—,—
52917315870,BHB NEXT,—,—
20443470498,BHP,—,—
9826756465,BHP Billiton,—,—
49582115647,Bice Corredores de Bolsa S.A.,—,—
40336147252,BIG BLOCK BREWING LLC,—,—
35039299979,Bill Capital,—,—
18763303178,Bimbo,—,—
49568495026,Bio Ritmo,—,—
22631993888,bioMérieux,—,—
19069205392,Biosano,—,—
49577914546,Biotech,—,—
14999179914,Bitumix,—,—
52068965218,Bix,—,—
27969297463,BK Servicios Financieros,—,—
46038844321,Black Cloud Golf,—,—
38991908972,Bleeding Edge Technologies,—,—
42722420535,BLTA,—,—
35869671555,BLTA - SW Chile,—,—
38953877416,Blue Latam,—,—
34368886201,Blue Light Energy,—,—
31819782544,Blue Star Group,—,—
49601837349,BlueLinx Corporation,—,—
21685783181,BlueMedical Chile,—,—
45062294834,Bluetree Group,—,—
49595925656,Bluevine,—,—
40352666720,Bluspring Enterprises Limited,—,—
49568804667,Blümel Ingeniería,—,—
45903603226,BMC Helix,—,—
38956818236,BMP,—,—
42810393778,BMS Abogados,—,—
49589120943,BN Engenharia,—,—
31809444477,BNI,—,—
22108377601,BNP Paribas Cardif,—,—
23218297667,Boart Longyear,—,—
38998534821,"Bob Evans Restaurants, LLC",—,—
22676676659,Bocar Group,—,—
39041486688,Bodegas y Viñedos de Aguirre S.A,—,—
21963524109,Bofill Mir Abogados,—,—
30942985865,BOHK Logistics,—,—
42706787592,Bold,—,—
20201405296,Bomberos de Chile,—,—
31654858811,Bomi Group,—,—
22049152337,Bonatti,—,—
44389929886,Boom Technology,—,—
42701868809,Boon Rawd Brewery,—,—
46056016982,"Borton Petrini, LLP",—,—
25627096987,Bostik,—,—
42789716260,Bounteous,—,—
42695521140,Boyd Entertainment,—,—
31803344671,bp,—,—
31821628170,BPTP Ltd.,—,—
31810368050,Bracell,—,—
36949023257,Bracker,—,—
49560946041,Bradesco Bank,—,—
31803344676,Bradesco Saúde,—,—
46032211852,BrainTraining-Chile,—,—
47971113396,Branch International,—,—
31821629445,Breakthrough Energy,—,—
35594898790,Bridge Ventures Group SpA,—,—
40328431993,BrightNight,—,—
38956818235,Brightstar Lottery,—,—
22558164347,BRINKS CHILE SPA,—,—
20824664165,British American Tobacco,—,—
35368705636,Broker Inmobiliario,—,—
31794222468,Bromgrove Group,—,—
31810366770,Brookfield,—,—
49564974406,Bruja Impresiones,—,—
46052527527,BST Global Consulting,—,—
51343432988,BTC Chile,—,—
38995665819,BTG International,—,—
44449097601,Btrust.Finance,—,—
40420725078,Buana Finance,—,—
42796399457,Bubba Autoparts Ltda,—,—
47937055871,"Budget Rent A Car, Saudi Arabia",—,—
33112849920,Budnik,—,—
20201466178,Buenos Vientos Obras Electricas SpA,—,—
19633784582,Buffer,—,—
31819425841,Buildcorp,—,—
42695366040,BUKA Foods,—,—
9339641740,Bullseye,—,—
28156747660,Bunker Holding A/S,—,—
22938630683,Bupa,—,—
47971284083,Bupa Arabia,—,—
10094435452,Bureau Veritas Group,—,—
42697070108,Business & Management,—,—
49584125784,BUSINESS CONSULTING S.A.,—,—
40383701560,Business Operations Manager,—,—
38959503224,Buzzi Unicem USA,—,—
51561291073,Búsqueda Orgánica,—,—
38969429798,C&P Assurance Compliance SpA,—,—
40351272704,"C.P.A.S., LLC",—,—
27762594359,C360,—,—
43239422333,CABM,—,—
42706168734,Cabot Colombiana S.A.,—,—
25627096989,Cabot Corporation,—,—
31821278371,CACI International Inc,—,—
42614261538,Cacia,—,—
42616429171,Cadence Aerospace,—,—
31794184981,Caedu,—,—
42709419694,CAES Academy,—,—
45876091759,Caisse d'Epargne Ile-de-France,—,—
31866023021,Caitan SpA,—,—
31788155946,Caja de Ahorros,—,—
14917170734,Caja de Compensación 18 de Septiembre,—,—
31798344628,CALICO S.A.,—,—
31807676724,California Department of Health Care Services,—,—
31801369667,Calpine,—,—
40338935904,"Calyxo, Inc.",—,—
9251228210,Camara de Comercio de Santiago,—,—
29942203557,Cambiaso Hnos,—,—
38995665823,"CAMPORT, Cámara Marítima y Portuaria de Chile",—,—
45903603238,Canada Packers Inc.,—,—
40384940300,Canadian Manufacturers & Exporters,—,—
31809447044,Canadian Tire Corporation,—,—
40383701559,Canevas Design inc.,—,—
38980337327,Cannon,—,—
47973755821,Canon CL Pro Print,—,—
14908710317,Cantabria spa,—,—
38999103807,Cantina la 15,—,—
42787551835,CAP MinerÃ­a,—,—
18814683656,CAP S.A. Principal Grupo Minero Siderúrgico de Chile,—,—
25154418538,Capgemini,—,—
15517494302,Capital Express,—,—
31809455374,Capital Group,—,—
31803001971,Capital One,—,—
38960435007,"Capital Search Network, Inc.",—,—
22458370578,Capitalizarme,—,—
49564352554,Caplin Steriles USA Inc,—,—
46038844327,Caravel Foods,—,—
45894818720,Carbel Auto Group,—,—
38699813148,CarbonFree Technology,—,—
41811441685,Cardif Russia,—,—
19470135938,CAREN - REPUESTOS FLOTACENTRO,—,—
20460256182,Cargill,—,—
41825183532,Cargomobility,—,—
49564197187,CargoNet,—,—
23415326584,Cariola Díez Pérez-Cotapos,—,—
47974073245,CarltonOne,—,—
20847017802,Carrier HVAC,—,—
40373021782,"Carrix, Inc.",—,—
47971601797,CARS24 Australia,—,—
21580969048,Cartocor - Grupo Arcor,—,—
49586450520,Cartwheel,—,—
17700163692,Casa de Moneda de Chile,—,—
49572057483,Casa Tempero,—,—
20135892360,CASBRO Infraestructura Corporativa,—,—
18841161062,Caserones-SCM Minera Lumina Copper Chile,—,—
38954495542,Casia by Ceibo,—,—
31778408455,Cask Government Services,—,—
47970954795,CAVA,—,—
38995665810,Cavender's,—,—
42711741993,CAW Telecom e Energia,—,—
49568495019,CBF- Confederação Brasileira de Futebol - Brazil SOCCER,—,—
31802879345,CBMM,—,—
31819612213,CBSI - Companhia Brasileira de Serviços de Infraestrutura,—,—
21577393563,CCHEN,—,—
22458223729,CCL AC Auditores Consultores,—,—
45992608317,Cecilia Porta M. Desarrollo Empresarial,—,—
9826926366,Cecinas Pacel S.A,—,—
31810362737,Cedar Fair Entertainment Company,—,—
20683948918,Ceibal,—,—
31911892908,Ceibo,—,—
38963058579,Celerion,—,—
49743464721,Celmedia-Mobile,—,—
25221380783,CEMEX,—,—
41561081766,Cencosud,—,—
19633797758,Cencosud Scotiabank,—,—
19633837835,Cencosud Scotiabank,—,—
50605628420,CENCOSUD SHOPPING SA,—,—
31805466661,Cenlar FSB,—,—
40342513410,Centene,—,—
38960435004,Centium,—,—
42787551837,Centrais Eletricas do Norte do Brasil S.A.,—,—
18771471141,Central Bank of Chile,—,—
38969273995,Central Bank of Malta,—,—
40360064069,CENTRAL DE MATERIALES REWO,—,—
31892152173,Central Parking System,—,—
32395995259,"Centro de Estudios en Derecho Informático, Facultad de Derecho, Universidad de Chile",—,—
25436504848,Centro de Formación Técnica ICEL,—,—
42743210659,Centro de Negocios Sercotec Maipú,—,—
31801369879,Ceribell │ AI-Powered Point-of-Care EEG,—,—
9826756462,Cerro Dominador,—,—
40341412496,"Cerveceria Nacional, S. de R.L.",—,—
18199728456,cervezaloa.com,—,—
31782457917,Cetenco Engenharia S.A.,—,—
22162796214,CEVA Logistics,—,—
31345331498,CF Seguros de Vida S.A.,—,—
19069170331,CFL Inmobiliaria,—,—
31793501189,CGI,—,—
42718091112,Chalhoub Group,—,—
38990981793,Champagne Taittinger,—,—
42697070101,changan,—,—
36771086410,Chartered Accountant,—,—
9827204915,CHC,—,—
22205088149,CHEIL CHILE,—,—
20848560812,ChemTreat,—,—
31782297890,Chevron,—,—
22108425400,Chile,—,—
50237426334,Chileactores,—,—
36784205359,Chilean Grape Group,—,—
46035502487,Chiloeacui spa,—,—
39012114275,"China Electric Power International Engineering Co., Ltd.",—,—
38966962961,China Mobile International Limited,—,—
49591906438,Chorus NZ Limited,—,—
31797655892,Chow Tai Fook Jewellery Group,—,—
13528558697,Chubb,—,—
25182901797,cial.cl,—,—
27757785725,CIBANCO,—,—
31784839517,CIBC,—,—
22332610604,Cibergestión,—,—
22332539294,Cibergestión,—,—
31821627733,Ciberian Tecnologia,—,—
31792097377,Cielo,—,—
31800555142,CIM Group,—,—
31809276209,Cimento Nacional,—,—
9826815751,cintac,—,—
42796399444,CIPS,—,—
18926998331,Circle Studio,—,—
31772485246,Cisco,—,—
22456469511,Citi,—,—
31802537302,Citibanamex,—,—
17485853718,Citigroup Inc.,—,—
42706787585,Citizens Bank,—,—
45992608323,City Connect BR,—,—
46050058628,City Engenharia,—,—
38966962979,City of Austin,—,—
38991445365,City of Laguna Beach,—,—
42698773404,City of Longmont,—,—
49591906447,City of Toronto,—,—
40333078323,City of Victoria BC,—,—
40342513334,Citycon TBC company | Engenharia e Construções,—,—
42613487169,Civil Construction,—,—
23250534503,CJR Renewables,—,—
27747533722,CLA (CliftonLarsonAllen),—,—
9826713416,Clariant,—,—
31662194575,ClarkeModet,—,—
9826923792,Claro Chile,—,—
17555050672,Clarovtr,—,—
22599001251,ClaroVTR,—,—
42696142434,Clase Azul México,—,—
49586450518,Clay Fintech,—,—
29170085715,CleverIT Group,—,—
19273661877,Climbers,—,—
40349473622,Clinica Beauvisage,—,—
40338935900,CLL,—,—
10137483885,Clocktower Group,—,—
18726990202,Clorox®,—,—
39029172840,Closure Systems International (CSI),—,—
33117889960,Club de Polo y Equitación San Cristóbal,—,—
40615127078,Club Deportivo Universidad San Sebastián,—,—
45902375722,Clutch Engenharia,—,—
53077233743,Clínica Adventista de Los Ángeles,—,—
29472780400,Clínica Costanera Valdivia,—,—
21823639351,Clínica Dávila,—,—
20200269418,Clínica Isamédica,—,—
42709419691,Clínica Oftalmológica Kydoft,—,—
49586450507,Clínica particular,—,—
9827265852,Clínica Santa María,—,—
22811855497,Clínicas Achs Salud,—,—
42789716265,CMGB* Gestão de Negócios,—,—
49586450512,CMPC Sack Kraft,—,—
15023966561,Co-Work Chile,—,—
9826686006,Coagra,—,—
45880170637,Coalition on Human Needs,—,—
45876091764,CoAuditor,—,—
31800589400,COBRAPE,—,—
46590328755,CobraYA!,—,—
10247785352,Coca-Cola Andina,—,—
40333078327,Coca-Cola CCI Bangladesh,—,—
18727005244,Coca-Cola Embonor,—,—
25200215612,Codelco,—,—
20335773301,Codelpa Chile S.A.,—,—
42614261537,COEMCO - Corporación Educacional Masónica de Concepción,—,—
47970742816,Cogna Educação,—,—
22727865235,Cognita,—,—
32183355449,Colas Rail,—,—
32390194200,Colegio Santa María de Lo Cañas,—,—
29525618534,Colegios Monte Tabor y Nazaret,—,—
22598969179,Colektia,—,—
41418913570,Colgate,—,—
9827127911,colliers.cl,—,—
31820957231,Collins Aerospace,—,—
45903603225,Columbia Asia Malaysia,—,—
19527373671,COMAGRO LATAM,—,—
53466167607,Comatel,—,—
35503015479,ComBanc,—,—
49589893918,Combat Veterans of America,—,—
35201562657,ComDer Contraparte Central,—,—
28152899240,Comercial Agustín SPA,—,—
27714645910,Comercial Cerrillos S.A.,—,—
9827113348,Comercial Copelec S,—,—
46038844320,comercial dicalla s a,—,—
42706787588,Comercial Octava,—,—
29769156611,Comercial Porvenir SpA.,—,—
20135183941,Comercial Torino,—,—
9827204886,Comercial y Distribuidora Bertonati S.A.,—,—
31665324819,Comercializadora de Trigo S.A.,—,—
20200242799,Comisión Nacional de Acreditación,—,—
20135180361,Comisión Nacional de Energía,—,—
18992653630,Comisión para el Mercado Financiero (CMF),—,—
31810373814,Commonwealth of Massachusetts,—,—
40328431995,Communicare,—,—
31888098669,compania minera teck quebrada blanca s.a.,—,—
28916822390,COMPAS Marine,—,—
